6.357896452356120998e-02,1.124040493253471773e+00,6.580108057700169155e-01,8.256988521697873340e-01,7.051002316989901653e-01,5.100084572972133357e-01,1.164770544400226315e+00,1.442265850796536686e+00,5.104962860912510836e-01,7.688924763749807045e-01,8.941343910011256835e-01
0.000000000000000000e+00,1.483809435244961561e+00,5.980811020932905731e-01,1.326060018520349715e+00,1.051695576594671611e+00,1.385534049056474259e+00,1.320394975471088639e+00,6.855627012348256555e-01,5.229481639647918234e-01,6.248575063624922654e-01,1.127835789527360300e+00
0.000000000000000000e+00,9.648378436872605546e-01,8.207003546548177209e-01,1.473844049279777302e+00,9.454281458071169819e-01,6.755639355570023374e-01,5.348347023680307677e-01,1.343706230467853979e+00,5.276442801344298772e-01,1.275118786993563624e+00,1.320971288266785226e+00
0.000000000000000000e+00,7.275186664455546293e-01,5.507589895429118032e-01,1.186270834161374799e+00,8.749435816875924532e-01,6.744274618299297419e-01,1.271292413318888537e+00,8.335068969075478673e-01,1.352189688625399011e+00,1.434886352433908385e+00,9.512928798803528263e-01
0.000000000000000000e+00,5.093870503875079780e-01,1.259739805402730006e+00,5.523297686104098325e-01,1.407210428588283380e+00,6.354868665338323508e-01,6.486637047388887911e-01,1.301374995972719439e+00,1.421965146210078190e+00,7.974762125897859599e-01,1.265786351932982390e+00
9.282216574190367275e-01,1.327237944037813477e+00,9.567588414093357585e-01,8.577138991683653790e-01,8.815552083806115213e-01,1.275889726829090298e+00,1.268926240737577871e+00,7.146843040806495351e-01,1.316249516681933018e+00,8.021517083069820142e-01,1.178615609090791772e+00
8.657681794559216604e-01,1.062268745842885442e+00,8.449207836073653333e-01,1.085589264351797034e+00,6.418302554060185683e-01,1.402429633456624192e+00,8.308169738469868282e-01,8.465291578804228223e-01,1.058745561430447069e+00,7.331373307529724936e-01,8.674898889384887735e-01
4.632858081261686523e-01,9.625970050415370016e-01,1.414916617195476345e+00,7.733485371812285347e-01,1.019772500183277586e+00,8.311134951597789478e-01,1.052709656156473272e+00,9.351409625470445963e-01,5.248940869598556214e-01,1.177574756118464627e+00,5.114225319630449906e-01
3.478466387840603025e-01,7.063506718659789962e-01,9.534474104411083673e-01,1.134724019375783488e+00,8.581690727645722161e-01,6.782318725202608478e-01,5.088662008572742979e-01,1.092032835699598303e+00,8.986152946154845056e-01,1.384102298379388252e+00,1.180714302757586598e+00
1.208850572743434548e-01,8.390460807425647038e-01,5.990371945791247432e-01,5.914989735322354614e-01,1.139483515639687639e+00,1.274512874066024981e+00,1.106171994097616018e+00,8.720000129088127938e-01,8.083707574178657929e-01,1.044038573577576567e+00,1.148260861352629059e+00
0.000000000000000000e+00,1.000816965773807521e+00,6.196772878442964316e-01,7.567337338483492992e-01,8.114748851124558016e-01,6.019109495470442717e-01,1.396139733970872099e+00,1.465848944693196598e+00,1.037628418535639918e+00,9.310940867788662922e-01,7.461692542304242393e-01
0.000000000000000000e+00,1.377256217239993141e+00,7.722498961081722957e-01,1.410273645958912248e+00,1.231128835258018084e+00,1.210478425279945203e+00,1.330151451162252751e+00,9.343384116864728028e-01,7.700574056182525329e-01,1.380277814803516412e+00,1.483915178436797877e+00
3.617581783106452731e-01,1.145510283242241689e+00,7.483354906891935832e-01,1.375528627778459967e+00,9.957528051799185986e-01,5.359258591711454356e-01,1.426723564742427230e+00,9.235757820461379941e-01,8.818436585833576702e-01,1.368205263587129128e+00,1.319866994449554243e+00
9.313116291764336196e-01,1.293606699334728605e+00,7.122169170349601508e-01,1.259580797012430198e+00,1.141386539162857705e+00,9.776808435447328360e-01,1.208996198456720572e+00,1.195264532892527098e+00,7.146779393596186525e-01,9.925753413015442339e-01,7.345616179818463820e-01
8.121479280969505776e-01,1.413622028603463976e+00,1.123811923449807182e+00,1.157727737121544198e+00,6.775436163276061796e-01,9.133449378369005167e-01,1.051915915446680838e+00,1.270504070134170993e+00,1.100504137967634355e+00,8.649776914139826189e-01,1.494960673519413419e+00
9.612686714679248290e-01,1.078594179497294636e+00,7.251652732056067530e-01,1.064672662107599921e+00,1.040867129443043604e+00,1.088098349047142754e+00,6.912525938559613836e-01,1.458137036784200591e+00,6.275987305114892889e-01,1.235588256427706977e+00,7.403796721719049234e-01
2.472411039046937820e-01,7.368293972279965631e-01,1.386533038671717843e+00,1.045249262140452995e+00,8.514000719752774504e-01,1.340235415051127088e+00,1.365694451345339955e+00,1.225524150054468020e+00,1.230783554498517507e+00,8.720789887490164594e-01,1.495512077282876717e+00
2.910773567476060975e-01,8.906620162686114117e-01,1.260154562909129528e+00,6.532510484682321206e-01,1.223350327772652735e+00,9.075270284119051345e-01,1.232504247368081174e+00,9.114133198875160602e-01,1.137224669730408921e+00,9.894361116209391405e-01,8.809108797304401328e-01
2.224655969873093886e-01,8.460826727172334749e-01,6.861061197008262447e-01,1.201579247110300841e+00,1.079329549805184030e+00,5.930011973590518792e-01,9.378065116942778667e-01,5.347872278091030385e-01,1.160283421937513104e+00,1.353490333055036299e+00,8.146734264530293146e-01
0.000000000000000000e+00,1.330976820344323075e+00,1.222698109872243810e+00,9.464402736846408981e-01,1.108883380360890847e+00,1.235265244332977908e+00,8.749806846335287380e-01,7.567375192774506987e-01,8.263038951099364038e-01,5.404388491711072939e-01,6.458829922690332292e-01
6.509705987736109645e-01,9.260705531167137128e-01,9.780246268870312898e-01,1.408799936417359788e+00,6.373562631204588991e-01,1.058191589566925384e+00,1.116377647339756640e+00,1.433118189966755551e+00,1.088115671190950984e+00,9.713656588415836568e-01,1.222174808614209018e+00
0.000000000000000000e+00,5.782455421295563669e-01,6.326067001693691516e-01,1.076122664257666894e+00,7.939121058755205240e-01,1.303576905637898964e+00,1.292101213633192192e+00,1.169965022313798508e+00,8.126520885873429467e-01,7.571082201546006640e-01,8.988268964448474785e-01
7.043686055825738590e-01,7.931231591597066588e-01,6.134365723311506757e-01,1.027046479355520514e+00,7.530665597008819878e-01,1.471977478046013754e+00,6.111365326325243208e-01,5.537112031891427977e-01,1.206065589714369946e+00,9.043090894759094889e-01,1.079831610719638402e+00
0.000000000000000000e+00,1.236060549835079847e+00,9.513658723200199008e-01,1.175302138442591016e+00,7.941451810995789895e-01,1.236291795618694511e+00,6.655778745314623324e-01,1.393448578532026083e+00,7.013280076043483247e-01,7.893589824898380458e-01,1.171002326534725579e+00
1.184324156517582161e-01,8.141329687382682367e-01,9.954451621309687859e-01,5.047899426337915108e-01,8.610651020066831807e-01,1.030531869432644188e+00,1.079788586467364642e+00,1.235868523096476768e+00,1.077059913970616511e+00,1.310766093487166994e+00,8.583613040863782295e-01
8.404377360624638582e-01,1.420669297241631934e+00,1.211670085475413661e+00,9.661243617581061205e-01,8.520728854344890024e-01,5.276774213628139254e-01,6.000042293120980696e-01,7.042197120755874229e-01,1.407320380879885757e+00,6.336848788521625142e-01,5.836721174829032632e-01
0.000000000000000000e+00,5.356764657379814443e-01,7.112813547023321137e-01,1.381324830608758880e+00,5.517366196179341875e-01,6.328580710647022656e-01,1.211585209334103297e+00,1.131537518778611195e+00,8.330800576821051351e-01,6.246764403662002918e-01,1.416068616572444094e+00
5.984947879322294328e-01,1.066722475817457161e+00,7.280828946647763811e-01,1.055008313365240813e+00,1.114443258701604655e+00,1.222110331763631930e+00,1.110260733002352618e+00,1.063408157126617182e+00,6.866564101945384913e-01,1.358978885078520271e+00,1.465321122979784230e+00
8.205893953474816538e-01,1.106732760750056777e+00,7.320610349481333490e-01,1.271665105024704978e+00,7.917463417916954516e-01,7.916850267115186357e-01,5.848030239271903019e-01,9.243170817488838287e-01,9.767766603064815811e-01,5.402970716295210085e-01,1.476047666389611379e+00
8.399909447331173062e-01,9.360637327878259528e-01,1.394287440944902201e+00,1.078816690142262003e+00,7.056509003104174393e-01,1.155666739220014616e+00,1.398436602497008518e+00,6.045236754264604606e-01,8.188107481768233109e-01,8.360440029772955306e-01,1.043816996193830171e+00
2.222920050637261502e-01,6.578162898080224252e-01,1.001413655222376686e+00,1.214201974517047145e+00,7.993196236285941003e-01,9.469992523199283196e-01,8.349266500815322178e-01,1.348810207713308618e+00,1.197788110989514987e+00,1.128551404892583321e+00,9.187323186207064785e-01
8.353946109574930112e-01,1.415797871674683961e+00,5.592595716620828439e-01,1.031226710739189478e+00,6.820546964184702743e-01,9.086017175291744019e-01,1.119352801895505012e+00,8.307649320065212395e-01,1.179425734270877157e+00,1.158799611242848471e+00,9.356352834733985269e-01
3.707117303239652051e-01,6.667658647370661162e-01,1.083841749527333587e+00,9.180350100922179957e-01,1.128620408833491462e+00,8.641848528015904085e-01,6.373279454280073031e-01,8.421775411874289352e-01,1.461519121834632395e+00,1.186953121489747520e+00,6.175061728941106942e-01
7.331497610822372835e-01,1.238541250167752406e+00,7.391548953323460180e-01,9.723879375006019288e-01,1.245577550262428002e+00,1.404873055336114174e+00,1.280498198441044622e+00,1.112531604288564235e+00,6.838328560971049797e-01,1.064787847209616611e+00,5.329060029476210270e-01
2.809020989482639008e-01,7.105328581302868818e-01,1.247548718211706653e+00,6.540298609042571876e-01,1.100171862347632867e+00,8.570052259074850687e-01,1.391670668338514272e+00,5.634002747311608328e-01,7.887106316457404009e-01,6.033547395599224705e-01,1.426707440400957427e+00
4.485307027059287632e-01,9.939118358687270005e-01,1.375882352084288218e+00,6.091018385625426301e-01,1.211177402989922713e+00,8.031522037176856976e-01,6.314775303145638841e-01,1.211602193170918440e+00,1.054060599391995368e+00,9.904206058168955051e-01,8.198105845262186886e-01
6.863365731247910162e-01,8.701468850257847443e-01,9.954147156487573866e-01,1.043177499546009246e+00,1.248913151307699199e+00,8.317078980692864665e-01,8.028623483451782228e-01,7.519071360440379159e-01,5.650277383570753154e-01,1.414364623582341496e+00,8.463064558749687771e-01
7.894416955352867582e-01,1.070873004303416476e+00,9.046548430212331127e-01,1.245645382861047645e+00,6.310292504254176871e-01,1.444593136233842445e+00,1.397103525068893681e+00,6.418001351239546182e-01,1.230462773039117330e+00,5.865495113202064958e-01,7.797784616184507689e-01
3.216648167879067044e-01,8.142392449671078669e-01,1.425743963560833105e+00,5.206652790839731981e-01,7.639507813049303264e-01,1.230832874764680174e+00,8.645817671346177624e-01,1.124842994966958498e+00,1.108636160713906804e+00,1.238690057171178305e+00,1.267689685448430081e+00
5.055343370467322295e-01,8.405646122265354458e-01,8.309422818368028540e-01,1.454385485279681589e+00,6.298058597300697503e-01,1.050550786301036155e+00,1.136668730074027467e+00,1.055344062973760044e+00,1.330208452951775921e+00,1.365994159537883945e+00,1.355488326920352593e+00
